Job_Title,Tech_Stack,Programming_Language,First_Working_Day_Of_Week,Last_Working_Day_Of_Week,Total_Work_Hour,Province,Salary_Min,Salary_Max,Recruitment_Count,Language,Company Name,Company URL,Job Type,Deadline,Academic Level,Benefits,Level,URL,Role
Phó Phòng Triển Khai Phần Mềm & AI,"['ERP', 'MES', 'PLM', 'MRP', 'CRM', 'AI']",,2,7,45.0,['Hồ Chí Minh'],,,1,"['tiếng Việt', 'tiếng Anh']",CÔNG TY CỔ PHẦN TẬP ĐOÀN TRƯỜNG HẢI,https://www.topcv.vn/cong-ty/cong-ty-co-phan-tap-doan-truong-hai/178655.html,Toàn thời gian,29/05/2025,Đại Học trở lên,"Lương Cơ Bản + BHXH + Phúc lợi khác hấp dẫn.Làm việc tại một trong những tập đoàn đa ngành hàng đầu Việt NamCơ hội thăng tiến minh bạch, phát triển sự nghiệp song hành cùng sự lớn mạnh của Công tyLương thưởng hấp dẫn, cạnh tranh, tương xứng với năng lựcMôi trường chuyên nghiệp, xem trọng người tài và hỗ trợ nhau để phát triểnCác khóa đào tạo dành riêng cho CBNV nhằm năng cao năng lực.",Trưởng/Phó phòng,https://www.topcv.vn/viec-lam/pho-phong-trien-khai-phan-mem-ai/1416460.html?ta_source=ITJobs_LinkDetail,Product Owner/Product Manager
Manual QC (Tester),"['WEB', 'MOBILE', 'API', 'AGILE', 'SCRUM', 'POSTMAN', 'SQL']",,2,6,40.0,['Hồ Chí Minh'],,,1,['tiếng Việt'],Công ty Cổ phần Gleads,https://www.topcv.vn/cong-ty/cong-ty-co-phan-gleads/155584.html,Toàn thời gian,29/05/2025,Đại Học trở lên,"Flexible working time, 7 hrs/day, Monday - Friday.Annual Leaves: 12 days + birthday leave + seniority leave.Social insurance, Health insurance, and Unemployment insurance (Vietnamese Law).Annual health check-up. Private healthcare package (PVI) for employees for 1 year or more.Salary review.13th-month salary.Bonus on National Holiday, Birthday + Year-end bonus based on performance and business results.Internal training & career development opportunities, and external L&D budget sponsorship.Team-building, Company trip, Christmas, Charity, Year End Party, Mid-autumn, etc.A professional, dynamic, international working environment.",Nhân viên,https://www.topcv.vn/viec-lam/manual-qc-tester/1713724.html?ta_source=ITJobs_LinkDetail,Manual Tester
Lập Trình Viên Reactjs - Middle,"['REACTJS', 'REDUX', 'ZUSTAND', 'CONTEXT API', 'RESPONSIVE DESIGN', 'CROSS-BROWSER COMPATIBILITY', 'AGILE', 'NEXT.JS', 'TAILWINDCSS', 'CI/CD', 'UNIT TESTING', 'JEST', 'REACT TESTING LIBRARY', 'HTML5', 'CSS3', 'REST APIS', 'GIT']",['JAVASCRIPT'],2,6,45.0,['Hồ Chí Minh'],,,1,"['tiếng Việt', 'tiếng Nhật']",Công ty Cổ phần Voyager,https://www.topcv.vn/cong-ty/cong-ty-co-phan-voyager/107607.html,Toàn thời gian,29/05/2025,Cao Đẳng trở lên,"Lương up to 30 triệu hoặc cao hơn thương lượng theo năng lực.Đánh giá hiệu suất 1 - 2 lần/năm và thưởng theo thành tích.Chế độ phúc lợi đầy đủ: Lương tháng 13, BHXH, BHYT, bảo hiểm sức khỏe PVI mở rộng.Hỗ trợ 100% chi phí học tập cho nhân viên nâng cao chuyên môn (khóa học React nâng cao, tiếng Nhật…).Cung cấp trang thiết bị làm việc: Cung cấp MacBook Pro hoặc thiết bị khác theo yêu cầu.Hoạt động văn hóa: Tiệc sinh nhật, team-building, các hoạt động nội bộ định kỳ.Tiện ích văn phòng: Bóng đá, bàn bóng bàn, cà phê và snack miễn phí.Lộ trình nghề nghiệp:Được thăng tiến lên Senior Developer, Tech Lead hoặc Fullstack Developer.Định hướng và đồng hành phát triển sự nghiệp mỗi 06 tháng.Xây dựng mục tiêu cá nhân và nhóm rõ ràng.",Nhân viên,https://www.topcv.vn/viec-lam/lap-trinh-vien-reactjs-middle/1713671.html?ta_source=ITJobs_LinkDetail,Frontend Developer
Tester Leader,"['WEB', 'API', 'PERFORMANCE TEST', 'CNTT']",,2,6,45.0,['Hà Nội'],15000000.0,25000000.0,1,['tiếng Anh'],Công ty Cổ phần Công nghệ DTT,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-dtt/21196.html,Toàn thời gian,29/05/2025,Đại Học trở lên,"- Thu nhập : 15.000.000đ - 25.000.000đ/tháng.- Hưởng thêm chợ cấp ăn trưa 30.000đ/ngày làm việc thực tế.- Làm việc trong môi trường chuyên nghiệp, thân thiện và hòa đồng với cơ hội thăng tiến lớn.- Luôn được đào tạo chuyên môn, học hỏi liên tục các công nghệ mới mang tính thực tế cao và tham gia các dự án lớn.- Hưởng các chế độ BHXH, BHYT, BHTN và nghỉ phép theo luật định khi ký Hợp đồng lao động.- Hưởng các chế độ phúc lợi như nghỉ mát, ngoại khóa, các sự kiện hàng quý/năm, các phần quà các ngày lễ, tết...- Đảm bảo nhận 13 tháng lương / năm và thưởng theo năm tùy thuộc hiệu quả kinh doanh và năng lực cống hiến của mỗi cá nhân.- Chế độ nghỉ phép 12 ngày/năm nghỉ lễ, phép theo quy định.- Làm việc từ thứ 2 đến thứ 6 hàng tuần nghỉ thứ 7 & CN.",Trưởng nhóm,https://www.topcv.vn/viec-lam/tester-leader/1713628.html?ta_source=ITJobs_LinkDetail,Software Tester (Automation & Manual)
QC Leader,"['API', 'DB', 'FINTECH', 'E-WALLETS', 'PAYMENT GATEWAYS']",,2,6,45.0,['Hồ Chí Minh'],,35000000.0,1,"['tiếng Việt', 'tiếng Anh']",Công ty CP Phần mềm MOR,https://www.topcv.vn/cong-ty/cong-ty-cp-phan-mem-mor/14556.html,Toàn thời gian,29/05/2025,Cao Đẳng trở lên,"Income up to 35M.2-month probationary period with 100% salary- Participate in social insurance, health insurance, and unemployment insurance according to labor law regulations.Salary review 2 times/year13th month salary, bonuses for holidays, Tet, weddings, birthdays,...Certificate of cost supportParticipate in VBI insuranceParking fee allowanceSeniority allowance, excellent project bonusAnnual travel and vacation according to company policyAnnual health check-upClear advancement opportunitiesOpportunity to work in partner countries: Japan, Korea, Singapore, Australia",Trưởng nhóm,https://www.topcv.vn/viec-lam/qc-leader/1663081.html?ta_source=ITJobs_LinkDetail,Software Tester (Automation & Manual)
Nhân Viên Tester,"['WEB', 'TMĐT']",,2,7,54.75,['Hà Nội'],8000000.0,12000000.0,3,['tiếng Việt'],CÔNG TY TNHH NGHIÊN CỨU VÀ PHÁT TRIỂN CAO VIỆT HOÀNG,https://www.topcv.vn/cong-ty/cong-ty-tnhh-nghien-cuu-va-phat-trien-cao-viet-hoang/182856.html,Toàn thời gian,31/05/2025,Cao Đẳng trở lên,"Làm việc môi trường làm việc trẻ trung, năng động Mức lương cứng : 8.000.000đ - 12.000.000đ + Thâm niên + Thưởng ( Mức lương cứng được trao đổi phù hợp với năng lực )Đội ngũ nhân viên trẻ trung, thân thiện và cởi mở trong công việc sẽ giúp nhân viên mới nhanh chóng hòa nhập với môi trường làm việc và văn hóaReview lương 1 lần / năm hoặc khi có hiệu quả công việc xuất sắcThưởng dự án, thưởng các ngày lễ, tết, lương tháng thứ 13Được hưởng các chính sách phúc lợi theo quy định của công ty.Các chế độ BHXH, BHYT, BHTN được thực hiện theo đúng quy định pháp luật và đảm bảo được hưởng đầy đủ các chế độ bảo hiểm.Công ty product phát triển ổn định, phù hợp với nhân sự có mong muốn gắn bó lâu dài cùng công tyLàm việc từ thứ 2 đến thứ 6 và hai ngày thứ 7 cách tuần",Nhân viên,https://www.topcv.vn/viec-lam/nhan-vien-tester/1523037.html?ta_source=ITJobs_LinkDetail,Software Tester (Automation & Manual)
Nhân Viên Triển Khai Phần Mềm,"['SQL', 'WORD', 'EXCEL', 'POWERPOINT', 'OUTLOOK']",,2,6,45.0,['Hà Nội'],,,1,['tiếng Việt'],Công ty CP Fint Việt Nam,https://www.topcv.vn/cong-ty/cong-ty-cp-fint-viet-nam/189709.html,Toàn thời gian,29/05/2025,Cao Đẳng trở lên,"1. Chế độ đãi ngộ hấp dẫn, phù hợp với năng lựcMức thu nhập hấp dẫn và các phụ cấp khác.Chế độ thưởng các ngày lễ tết, thưởng cuối năm, thưởng hiệu quả dự án.Các chế độ khác theo Luật quy định.Đánh giá xét tăng lương định kì hàng năm theo năng lực.Teambuilding 2 lần/năm, các hoạt động thể thao, giải trí gắn kết nội bộ hàng tuần như bóng đá, Bi-a, PES, Cờ tướng...2. Môi trường làm việc hiện đại, tiên phong phát triểnCơ hội phát triển nhanh chóng lên các vị trí quản lý dự án của công ty.Môi trường làm việc thân thiện, cởi mở, năng động, hỗ trợ nhau cùng phát triển.Làm việc với tinh thần tự chủ, được sáng tạo thiết kế và phát triển các sản phẩm.Cơ hội tham gia vào các dự án sử dụng công nghệ mới với các bài toán đa dạng.3. Tổ chức học tập sôi nổiCác chương trình đào tạo, phát triển năng lực cá nhân đa dạng và thường xuyên.Văn hoá đọc sách, chia sẻ với các đồng nghiệp.",Nhân viên,https://www.topcv.vn/viec-lam/nhan-vien-trien-khai-phan-mem/1713638.html?ta_source=ITJobs_LinkDetail,Công nghệ thông tin khác
Python Fullstack,"['WEB', 'REACTJS', 'MARIADB', 'MYSQL', 'POSTGRES', 'GITHUB', 'BITBUCKET', 'GITLAB', 'OOP', 'HTML', 'CSS', 'VAS', 'EDUCATION']","['PYTHON', 'SQL', 'NOSQL', 'PHP', '.NET', 'GO', 'JAVASCRIPT']",2,6,45.0,['Hà Nội'],22000000.0,32000000.0,3,['tiếng Việt'],Công ty Cổ Phần Công Nghệ Evotek Việt Nam,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-evotek-viet-nam/37398.html,Toàn thời gian,13/06/2025,Đại Học trở lên,Mức lương 22.000.000 - 32.000.000 grossGiờ làm việc linh hoạt Cơ hội phát triển nghề nghiệp và thăng tiến.Môi trường làm việc thân thiện và hợp tác.Phụ cấp ăn trưa.Thưởng cuối năm: Dựa trên hiệu suất của công ty.,Nhân viên,https://www.topcv.vn/viec-lam/python-fullstack/1713594.html?ta_source=ITJobs_LinkDetail,Fullstack Developer
"Lập Trình Viên (C#, Winform)","['WINFORM', 'DEEXPRESS', 'SQL SERVER', 'LẬP TRÌNH HƯỚNG ĐỐI TƯỢNG (OOP)', 'KIỂM THỬ PHẦN MỀM (UNIT TESTING)', 'SQL']",['C#'],2,7,45.0,['Hà Nội'],,,2,['tiếng Việt'],CÔNG TY CỔ PHẦN RTC TECHNOLOGY VIỆT NAM,https://www.topcv.vn/cong-ty/cong-ty-co-phan-rtc-technology-viet-nam/4588.html,Toàn thời gian,29/05/2025,Đại Học trở lên,"Chế độ đãi ngộ:- Lương: Thỏa thuận. Performance review 2 lần/năm và đột xuất;- Thưởng sinh nhật, lễ, tết, quý, tháng lương 13,...;- Công tác: Công tác phí, Phụ cấp ăn, xe Công ty đưa đón,..;- Chế độ phép linh hoạt 1 ngày/tháng áp dụng từ khi thử việc.Chế độ sức khỏe cho nhân viên:- Chế độ BHXH theo cấp bậc và thâm niên công tác;- Tài trợ 100% thẻ BHSK Bảo Việt cho NLĐ và con đầu tiên, 70% cho con thứ 2,... khám tại tất cả các BV Công và Quốc tế;- Khám sức khỏe định kỳ 01 lần/năm tại Bệnh viện dịch vụ 5 sao.Tiện ích văn phòng:- Không gian làm việc đầy đủ tiện nghi (văn phòng làm việc xanh, tủ lạnh, lò vi sóng..; siêu thị, nhà hàng, bể bơi, gym, bi-a, hair salon, trường mầm non ngay bên cạnh)- Cơm văn phòng tự chọn.Đào tạo:- Đào tạo nội bộ, đào tạo ngoài kiến thức chuyên môn, kỹ năng... phục vụ công việc.Các hoạt động sôi nổi:- Du xuân, du lịch hè, family day 3 lần/năm;- Cấp quỹ Entertainment 100k/người/tháng theo team/phòng ban;- Tổ chức sinh nhật cho CBNV định kỳ 01 lần/tháng;- Câu lạc bộ, giải bóng đá, bóng bàn, cầu lông, bi-a, esport,...Thời gian làm việc: Từ T2 - hết thứ 6, thứ 7 làm việc/ nghỉ cách tuần.",Nhân viên,https://www.topcv.vn/viec-lam/lap-trinh-vien-c-winform/1666577.html?ta_source=ITJobs_LinkDetail,Software Engineer
Tester Lead,"['SQL', 'PHẦN MỀM QUẢN LÝ BUGS', 'ERP', 'QA/TESTER']",,2,7,45.0,['Hà Nội'],,,1,['tiếng Việt'],IZISolution,https://www.topcv.vn/cong-ty/izisolution/11302.html,Toàn thời gian,29/05/2025,Đại Học trở lên,"• Được hưởng đầy đủ các chế độ theo quy định của luật Lao động• Được tăng lương hàng năm hoặc tăng lương trước hạn khi có thành tích xuất sắc• Được tham gia các khóa đào tạo nâng cao kỹ năng chuyên môn.• Được hưởng đầy đủ các chế độ theo luật lao động: BHXH, BHYT, BHTN, nghỉ phép, khám sức khỏe định kỳ...• Thưởng theo năng suất công việc, thưởng các dịp lễ, tết âm lịch, thưởng dự án…..• Được tham gia các phong trào văn hóa, văn nghệ, các câu lạc bộ thể thao của công ty; được đi nghỉ mát ít nhất 1 năm/lần, teambuilding, picnic…..• Được làm việc trong môi trường năng động, chuyên nghiệp, thân thiện và có nhiều cơ hội thăng tiến• Làm việc từ thứ 2 đến thứ 7, sáng từ 8h30 đến 12h00, chiều từ 13h00 đến 17h30, Thứ 7 nghỉ cách tuần.",Trưởng nhóm,https://www.topcv.vn/viec-lam/tester-lead/1713614.html?ta_source=ITJobs_LinkDetail,Software Tester (Automation & Manual)
Back-End Java Developer,"['RESTFUL APIS', 'KIỂM THỬ PHẦN MỀM (UNIT TESTING, INTEGRATION TESTING)', 'SQL VÀ CƠ SỞ DỮ LIỆU QUAN HỆ (MYSQL, POSTGRESQL, ORACLE)', 'SPRING FRAMEWORK (SPRING BOOT, SPRING MVC, SPRING DATA)', 'SPRING BOOT', 'SPRING CLOUD', 'MICROSERVICE', 'HIBERNATE', 'MESSAGE QUEUE', 'GITHUB/GITLAB']","['JAVA', 'GO', 'PYTHON']",2,6,42.5,['Hà Nội'],,,2,"['tiếng Việt', 'tiếng Anh']",Viettel Software,https://www.topcv.vn/cong-ty/viettel-software/153463.html,Toàn thời gian,31/05/2025,Đại Học trở lên,"1. Chế độ lương, thưởng, thu nhập:Thu nhập: hấp dẫn theo thỏa thuận theo kinh nghiệm và năng lực.Phúc lợi: hỗ trợ ăn trưa, điện thoại, nghỉ mát, thưởng ngày lễ và các ngày chỉ có ở Viettel như Ngày Sáng Tạo - 1/6, 22/12, quà Tết Dương, Tết Âm tri ân Gia đình, người sinh thành.Happytime: 15 phút các buổi chiều trong tuần.2. Môi trường làm việcĐược làm việc trong Tập đoàn toàn cầu, tiên phong thực hiện sứ mệnh kiến tạo xã hội số.Môi trường mở, trẻ trung, năng động, trân trọng, yêu thương, tương hỗ & lắng nghe mỗi người từ những ý tưởng nhỏ nhất.Không gian làm việc xanh, mở, hiện đại.3. Cơ hội phát triển bản thânCó cơ hội thử sức trong lĩnh vực công nghệ tiên tiến, hiện đại nhất.Được thử sức với các dự án hấp dẫn, thử thách đủ lớn trong và ngoài nước để trưởng thành.Được trao quyền sáng tạo với đam mê của tuổi trẻ.Cơ hội học hỏi từ các chuyên gia hàng đầu, lãnh đạo và đồng nghiệp ưu tú.Cơ hội được đào tạo, trau dồi kĩ năng, chuyên môn để phát triển toàn diện.",Nhân viên,https://www.topcv.vn/viec-lam/back-end-java-developer/1671531.html?ta_source=ITJobs_LinkDetail,Backend Developer
Business Analyst,"['ERP', 'HRM', 'E-COMMERCE', 'BANKING', 'FINTECH', 'UI', 'UX', 'DATABASE']",['SQL'],2,6,45.0,['Hà Nội'],,,2,"['tiếng Việt', 'tiếng Anh']",Viettel Software,https://www.topcv.vn/cong-ty/viettel-software/153463.html,Toàn thời gian,31/05/2025,Đại Học trở lên,"1. Chế độ lương, thưởng, thu nhập:Thu nhập: hấp dẫn theo thỏa thuận theo kinh nghiệm và năng lực.Phúc lợi: hỗ trợ ăn trưa, điện thoại, nghỉ mát, thưởng ngày lễ và các ngày chỉ có ở Viettel như Ngày Sáng Tạo - 1/6, 22/12, quà Tết Dương, Tết Âm tri ân Gia đình, người sinh thành.Happytime: 15 phút các buổi chiều trong tuần.2. Môi trường làm việcĐược làm việc trong Tập đoàn toàn cầu, tiên phong thực hiện sứ mệnh kiến tạo xã hội số.Môi trường mở, trẻ trung, năng động, trân trọng, yêu thương, tương hỗ & lắng nghe mỗi người từ những ý tưởng nhỏ nhất.Không gian làm việc xanh, mở, hiện đại.3. Cơ hội phát triển bản thânCó cơ hội thử sức trong lĩnh vực công nghệ tiên tiến, hiện đại nhất.Được thử sức với các dự án hấp dẫn, thử thách đủ lớn trong và ngoài nước để trưởng thành.Được trao quyền sáng tạo với đam mê của tuổi trẻ.Cơ hội học hỏi từ các chuyên gia hàng đầu, lãnh đạo và đồng nghiệp ưu tú.Cơ hội được đào tạo, trau dồi kĩ năng, chuyên môn để phát triển toàn diện.",Nhân viên,https://www.topcv.vn/viec-lam/business-analyst-tu-2-nam-kinh-nghiem/1279031.html?ta_source=ITJobs_LinkDetail,Business Analyst (Phân tích nghiệp vụ)
Chuyên viên Phân tích Nghiệp vụ ( Business Analyst ),"['JIRA', 'CONFLUENCE', 'FIGMA', 'VISIO', 'AGILE', 'SCRUM']",,2,6,45.0,['Hà Nội'],20000000.0,25000000.0,2,['tiếng Việt'],Công ty TNHH công nghệ cao Skymap,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-cao-skymap/74718.html,Toàn thời gian,29/05/2025,Đại Học trở lên,"Môi trường làm việc chuyên nghiệp, năng động với các dự án quốc tế.Cơ hội phát triển và thăng tiến rõ ràng.Tham gia các khóa đào tạo nâng cao nghiệp vụ và kỹ năng mềm.Lương thưởng cạnh tranh, xét tăng lương định kỳ.Chế độ BHYT, BHXH và các phúc lợi theo luật định và chính sách công ty.",Nhân viên,https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-business-analyst/1713562.html?ta_source=ITJobs_LinkDetail,Business Analyst (Phân tích nghiệp vụ)
Devops Engineer ( Banking /Fintech),"['GIT', 'DOCKER', 'KUBERNETES', 'AWS', 'AZURE', 'GCP', 'CI/CD', 'JENKINS', 'GITLAB CI', 'CIRCLECI', 'TERRAFORM', 'PULUMI', 'CLOUDFORMATION', 'PROMETHEUS', 'GRAFANA', 'ELK', 'OPENTELEMETRY', 'SAST', 'DAST', 'ISTIO', 'LINKERD', 'IAC']","['PYTHON', 'BASH', 'GOLANG']",,,,['Hà Nội'],25000000.0,46000000.0,2,['tiếng Việt'],Công ty Cổ phần Công nghệ Alphaway,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-alphaway/199714.html,Toàn thời gian,29/05/2025,Trung cấp trở lên,"Range salary: 25 - 46M gross13th month salary.Enjoy regimes and welfare such as: Tet bonus, project reward, senior bonus; 12 days of annual magic; Welfare and other allowancesEnjoy monthly seniority (starting from the 13th month to work at the company) and every 6 months of increasing 1 seniorityReview salary 1 time/yearAnnual travel, monthly teambuildingSocial insurance, health insurance, unemployment insurance under the insurance law.",Nhân viên,https://www.topcv.vn/viec-lam/devops-engineer-banking-fintech/1670630.html?ta_source=ITJobs_LinkDetail,DevOps Engineer
Outsystems Developer,"['OUTSYSTEMS PLATFORM', 'OUTSYSTEMS SERVICE STUDIO', 'INTEGRATION STUDIO', 'LIFETIME', 'REST APIS', 'SOAP APIS', 'GIT']","['SQL', 'HTML', 'CSS', 'JAVASCRIPT']",2,6,45.0,['Hồ Chí Minh'],40000000.0,60000000.0,1,['tiếng Việt'],CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-alphaway/201267.html,Toàn thời gian,29/05/2025,Cao Đẳng trở lên,"Salary: 40 - 60Work: T2-T613th month salary12 days leave a yearAnnual travel, monthly teambuildingSocial insurance, health insurance, unemployment insurance according to insurance law.Young and dynamic working environment, respecting personal development, fairness and always encouraging creativity to create ""awesome"" values for the company & for the worldFriendly company members are open, sharing, helping each other overcome all difficulties in",Nhân viên,https://www.topcv.vn/viec-lam/outsystems-developer/1713519.html?ta_source=ITJobs_LinkDetail,Software Engineer
Automation QA,"['PLAYWRIGHT', 'WEBDRIVERIO', 'CYPRESS', 'PAGE OBJECT MODEL (POM)', 'CI/CD', 'BITRISE', 'GITHUB ACTIONS', 'AWS CODEBUILD', 'VSCODE', 'WEBSTORM', 'ZEPHYR SCALE', 'JIRA', 'UI', 'AGILE/SCRUM']","['TYPESCRIPT', 'JAVASCRIPT', 'SQL', 'NOSQL']",2,6,45.0,['Hà Nội'],,,1,['tiếng Anh'],Công ty TNHH BlueOC Tech,https://www.topcv.vn/cong-ty/cong-ty-tnhh-blueoc-tech/129315.html,Toàn thời gian,29/05/2025,Đại Học trở lên,"Salary: Upto 45MAttractive salary and quarterly bonus based on performance.Full benefits for employees according to the Vietnam Labor Laws: social and health insuranceAn international, professional, yet innovative and dynamic work environment. Collaborate closely with international experts and participate in conferences and workshops on cutting-edge technologies.Holidays based on Vietnamese labor law + paid vacationsOpportunity to onsite on USCompany trip, Team Building",Nhân viên,https://www.topcv.vn/viec-lam/automation-qa/1713508.html?ta_source=ITJobs_LinkDetail,QA Engineer
NV Vận Hành Hệ Thống Cloud ( System Administrator ),"['IAAS', 'SAAS', 'ELASTIC COMPUTE', 'OBJECT STORAGE', 'VPC', 'CLOUD NATIVE', 'PROXMOX', 'OPENSTACK', 'VMWARE', 'AWS', 'GCP', 'AZURE', 'ALIBABA', 'SOFTWARE-DEFINED STORAGE', 'CEPH', 'LINSTOR', 'SWARM', 'KUBERNETES', 'OPENSHIFT', 'CI/CD', 'GITLAB', 'JENKINS', 'SDN', 'PCI DSS CSP', 'ISO27001', 'ISO27017', 'ISO27018']","['SHELL', 'PYTHON', 'POWERSHELL']",2,6,42.5,['Hồ Chí Minh'],,,1,['tiếng Anh'],Công ty CP Giải pháp Thanh toán Việt Nam (VNPAY),https://www.topcv.vn/cong-ty/cong-ty-cp-giai-phap-thanh-toan-viet-nam-vnpay/200858.html,Toàn thời gian,29/05/2025,Đại Học trở lên,"1. Chế độ lương & thưởng hấp dẫn:Mức lương thỏa thuận theo năng lực, đánh giá năng lực hàng nămChế độ thưởng phong phú và hấp dẫn (Theo quy định và chính sách công ty)Hỗ trợ ăn sáng miễn phíHỗ trợ ăn trưa: 50.000đ/ngàyHỗ trợ gửi xe, xăng xe, điện thoại (tùy vị trí)Hỗ trợ trang điểm cho CBNV nữQuà tặng các ngày lễ trong năm2. Bảo hiểm & chăm sóc sức khỏe toàn diện:BHXH, BHYT, BHTN theo pháp luật hiện hànhGói bảo hiểm sức khỏe cao cấp 24/7 mua cho nhân viên & người thân nhân viênKhám sức khỏe định kỳ hàng năm3. Môi trường làm việc hiện đại:Cung cấp máy tính & trang thiết bị làm việc hiện đạiVăn phòng làm việc hiện đại, trang thiết bị làm việc Hi- techKhông gian ăn nhẹ miễn phí (nước uống, trà cafe, hoa quả, sữa chua)4. Phát triển nghề nghiệp:Cơ hội tiếp cận với những công nghệ mới, những dự án quy mô lớnLàm việc cùng đội ngũ hơn 1000 nhân sự tài năng, có chuyên môn giỏi, dày dặn kinh nghiệm, tư duy chia sẻĐược tài trợ kinh phí tham gia các chương trình đào tạo nâng cao năng lựcCông ty thành lập hơn 18 năm với các sản phẩm & dịch vụ đã được khẳng định vị thế trên thị trường5. Hoạt động ngoại khóa phong phú:Văn hóa công ty đặc sắc với nhiều hoạt động đoàn thể được quan tâm đầu tư: Team building, Nghỉ mát (trong nước và nước ngoài), 20/10, Year End Party, hoạt động thiện nguyện,...Các câu lạc bộ:+ CLB Cầu lông+ CLB Bóng đá+ CLB Điền kinhChúng tôi sẽ liên hệ qua điện thoại với những CV phù hợp trong vòng 7 ngày làm việc kể từ ngày ứng tuyển.",Nhân viên,https://www.topcv.vn/viec-lam/nv-van-hanh-he-thong-cloud-system-administrator/1713910.html?ta_source=ITJobs_LinkDetail,System Engineer
Nodejs Developer,"['RESTFUL API', 'WEBSOCKET', 'MICROSERVICES', 'MONGODB', 'MYSQL', 'POSTGRESQL', 'GIT', 'CI/CD', 'OOP', 'SOLID', 'DESIGN PATTERNS']","['JAVASCRIPT', 'SQL', 'NOSQL']",2,6,45.0,['Hà Nội'],8000000.0,25000000.0,2,['tiếng Việt'],CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,https://www.topcv.vn/cong-ty/cong-ty-co-phan-tinasoft-viet-nam/162197.html,Toàn thời gian,30/05/2025,Đại Học trở lên,"- Lương : upto 25M (thỏa thuận theo năng lực)- Cơ hội đi công tác nước ngoài.- Được tham gia các buổi seminar hàng tháng nâng cao năng lực chuyên môn. - Môi trường làm việc trẻ trung, năng động, chuyên nghiệp.- Được tiếp xúc với các bài toán lớn về chịu tải, bảo mật.- Nghỉ phép, nghỉ Lễ theo quy định của Luật lao động.- Tham gia BHXH, BHYT và hưởng đầy đủ các chế độ theo quy định của nhà nước",Nhân viên,https://www.topcv.vn/viec-lam/nodejs-developer/1713468.html?ta_source=ITJobs_LinkDetail,Backend Developer
Business Analyst – Operations,"['CRM', 'ERP', 'DMS', 'HRM', 'WMS', 'BI', 'WORKFLOW AUTOMATION', 'AI', 'BPMN 2.0', 'RACI MATRIX', 'KPI', 'OKR']",,2,7,45.0,['Hà Nội'],18000000.0,30000000.0,1,['tiếng Việt'],Công Ty Cổ Phần Đầu Tư Thương Mại Quốc Tế FUJI LUXURY GROUP,https://www.topcv.vn/cong-ty/cong-ty-co-phan-dau-tu-thuong-mai-quoc-te-fuji-luxury-group/80425.html,Toàn thời gian,29/05/2025,Đại Học trở lên,"Lương cơ bản: up to 30.000.000 VNĐ (deal theo năng năng lực)Đóng BHXH, BHYT, nghỉ phép hưởng lương theo quy định của LuậtChế độ phúc lợi: quà tặng các ngày Lễ Tết, sinh nhật, thăm hỏi ốm đau, thai sản...Chế độ du lịch, teambuilding hàng nămĐược thử sức trong một môi trường làm việc trẻ trung, năng động với chính sách đãi ngộ tốt, có nhiều cơ hội nâng cao năng lực bản thân và tăng thêm thu nhập",Nhân viên,https://www.topcv.vn/viec-lam/business-analyst-operations/1713474.html?ta_source=ITJobs_LinkDetail,Business Analyst (Phân tích nghiệp vụ)
Vuejs Developer (Junior),"['HTML', 'CSS', 'JAVASCRIPT', 'VUE.JS', 'GIT', 'MYSQL', 'POSTGRESQL', 'ORACLE', 'SQL SERVER']","['PHP', 'SQL']",2,6,45.0,['Hà Nội'],10000000.0,15000000.0,2,['tiếng Anh'],Công ty TNHH Interdog Media,https://www.topcv.vn/cong-ty/cong-ty-tnhh-interdog-media/209658.html,Toàn thời gian,29/05/2025,Cao Đẳng trở lên,"Mức lương cạnh tranh và hấp dẫn. Upto 15MChế độ bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp theo quy định của pháp luật.Thưởng các ngày lễ, tết và các chế độ phúc lợi khác theo quy định của công ty.Cơ hội thăng tiến và phát triển nghề nghiệp.Môi trường làm việc năng động, chuyên nghiệp và thân thiện.Được đào tạo và nâng cao kiến thức chuyên môn thường xuyên.Cơ hội tham gia các hoạt động team building và du lịch nghỉ dưỡng.",Nhân viên,https://www.topcv.vn/viec-lam/vuejs-developer-junior/1713477.html?ta_source=ITJobs_LinkDetail,Software Engineer
