Job_Title,Tech_Stack,Programming_Language,First_Working_Day_Of_Week,Last_Working_Day_Of_Week,Work_On_Saturday,Work_On_Sunday,Total_Work_Hour,Province,Salary_Min,Salary_Max,Recruitment_Count,Language,Job_Type,Academic_Level,Experience_Years,Level,Company_Name,Company_Field,Company_URL,Deadline,URL,Date_Crawl_Module_1,Role
Business Analyst,"['FIGMA', 'JIRA', 'NOTION', 'SALESFORCE']",,2,6,False,False,40.0,['Hà Nội'],15000000.0,20000000.0,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,Không yêu cầu,Nhân viên,CÔNG TY TNHH KOOBIZ VIỆT NAM,Tư vấn,https://www.topcv.vn/cong-ty/cong-ty-tnhh-koobiz-viet-nam/212102.html,23/05/2025,https://www.topcv.vn/viec-lam/business-analyst-ba/1705994.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:37:28,Business Analyst (Phân tích nghiệp vụ)
Nlp Engineer (Pre-Senior / Senior) Đà Nẵng,"['NLP', 'LARGE LANGUAGE MODELS (LLMS)', 'MODEL CONTEXT PROTOCOL (MCP)', 'GIT', 'DOCKER', 'POSTGRES', 'MYSQL', 'REDIS', 'RABBITMQ', 'KAFKA']","['PYTHON', 'C++', 'SQL']",2,6,False,False,45.0,['Đà Nẵng'],45000000.0,50000000.0,1,"['tiếng Việt', 'tiếng Anh', 'tiếng Trung']",Toàn thời gian,Đại Học trở lên,3 năm,Nhân viên,Công ty Cổ phần Công nghệ Prep,Giáo dục / Đào tạo,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-prep/96845.html,23/05/2025,https://www.topcv.vn/viec-lam/nlp-engineer-pre-senior-senior-da-nang/1705491.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:37:52,AI Engineer
Nlp Engineer,"['NLP', 'LARGE LANGUAGE MODELS (LLMS)', 'MODEL CONTEXT PROTOCOL (MCP)', 'GIT', 'DOCKER', 'RAYSERVE', 'TRITON', 'TORCHSERVE']","['PYTHON', 'C++', 'SQL']",2,6,False,False,45.0,['Hà Nội'],45000000.0,50000000.0,1,"['tiếng Việt', 'tiếng Anh', 'tiếng Trung']",Toàn thời gian,Đại Học trở lên,3 năm,Nhân viên,Công ty Cổ phần Công nghệ Prep,Giáo dục / Đào tạo,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-prep/96845.html,23/05/2025,https://www.topcv.vn/viec-lam/nlp-engineer-pre-senior-senior-ha-noi/1705488.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:38:10,AI Engineer
Nhân Viên Vi Tính Co.Opmart Lagi,"['NETWORK ADMINISTRATION', 'IT HELPDESK']",,,,,,,['Bình Thuận'],,,1,['tiếng Việt'],Toàn thời gian,Trung cấp trở lên,Dưới 1 năm,Nhân viên,Liên Hiệp HTX Thương mại TP.HCM (Saigon Co.op),Bán lẻ - Hàng tiêu dùng - FMCG,https://www.topcv.vn/cong-ty/lien-hiep-htx-thuong-mai-tp-hcm-saigon-co-op/199038.html,23/05/2025,https://www.topcv.vn/viec-lam/nhan-vien-vi-tinh-co-opmart-lagi/1568167.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:38:36,IT Helpdesk/IT support
Chuyên Viên IT Helpdesk,,,2,6,False,False,45.0,['Hà Nội'],,,3,['tiếng Việt'],Toàn thời gian,Cao Đẳng trở lên,1 năm,Nhân viên,Ngân hàng TMCP Đông Nam Á - SEABANK,Bảo hiểm,https://www.topcv.vn/cong-ty/ngan-hang-tmcp-dong-nam-a-seabank/198978.html,23/05/2025,https://www.topcv.vn/viec-lam/chuyen-vien-it-helpdesk/1654488.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:38:59,IT Helpdesk/IT support
Nhân Viên Kiểm Thử Phần Mềm Kiêm Ba,"['TEST AUTOMATION', 'TEST MANUAL']",,2,6,False,False,47.5,['Hà Nội'],,30000000.0,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,Công ty CP Công nghệ phần mềm và nội dung số OSP,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-cp-cong-nghe-phan-mem-va-noi-dung-so-osp/24447.html,23/05/2025,https://www.topcv.vn/viec-lam/nhan-vien-kiem-thu-phan-mem-kiem-ba/1705156.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:39:17,Software Tester (Automation & Manual)
Cán Bộ Hỗ Trợ Công Nghệ Thông Tin,"['MẠNG LAN', 'WIFI']",,2,6,True,False,44.0,['Hà Nội'],,,1,['tiếng Việt'],Toàn thời gian,Cao Đẳng trở lên,1 năm,Nhân viên,TỔ CHỨC GIÁO DỤC FPT,Null,https://www.topcv.vn/brand/fptedu1?id=198534,Null,https://www.topcv.vn/brand/fptedu1/tuyen-dung/can-bo-ho-tro-cong-nghe-thong-tin-j1704651.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:39:35,IT Helpdesk/IT support
Project Manager,['OS'],,2,6,False,False,42.75,['Đà Nẵng'],,,2,['tiếng Nhật'],Toàn thời gian,Đại Học trở lên,1 năm,Nhân viên,FPT Software,Tài chính,https://www.topcv.vn/cong-ty/fpt-software/3.html,23/05/2025,https://www.topcv.vn/viec-lam/project-manager-jlpt-n2/1704400.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:39:58,IT Project Manager
Chuyên Viên Phân Tích Nghiệp Vụ Sản Phẩm Learning,['SCRUM'],,2,6,False,False,45.0,['Hà Nội'],28000000.0,30000000.0,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,3 năm,Nhân viên,Công ty Cổ phần Công nghệ Prep,Giáo dục / Đào tạo,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-prep/96845.html,23/05/2025,https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-san-pham-learning/1705367.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:40:22,Business Analyst (Phân tích nghiệp vụ)
Kỹ thuật viên Bảo hành Phòng Game,,,,,,,,['Hồ Chí Minh'],13000000.0,15000000.0,5,['tiếng Việt'],Toàn thời gian,Cao Đẳng trở lên,5 năm,Nhân viên,CÔNG TY TNHH CYBERKING VIỆT NAM,Marketing / Truyền thông / Quảng cáo,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cyberking-viet-nam/167624.html,23/05/2025,https://www.topcv.vn/viec-lam/nam-ky-thuat-vien-bao-hanh-phong-game/1705418.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:40:37,IT Helpdesk/IT support
Java Developer,"['HTTP', 'GIT', 'SPRING BOOT', 'JPA', 'ORM', 'SQL INJECTION', 'JWT', 'MAVEN', 'GRADLE', 'NPM', 'IDE', 'OOP', 'REST', 'DESIGN PATTERNS']","['JAVA', 'HTML', 'CSS', 'JAVASCRIPT', 'SQL']",2,6,False,False,47.5,['Hà Nội'],,,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Cao Đẳng trở lên,3 năm,Nhân viên,Công Ty Cổ Phần Công Nghệ VMO Holdings,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-vmo-holdings/19112.html,23/05/2025,https://www.topcv.vn/viec-lam/java-developer-tieng-anh-giao-tiep-tot/1660686.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:40:53,Backend Developer
Lập Trình Viên Java - Senior,"['SPRING', 'SPRING BOOT', 'DOCKER', 'K8S', 'GIT', 'GITHUB', 'INTELLIJ', 'ECLIPSE', 'NETBEAN']","['JAVA', 'SQL']",2,6,False,False,47.5,['Hà Nội'],25000000.0,28000000.0,5,['tiếng Anh'],Toàn thời gian,Đại Học trở lên,4 năm,Nhân viên,CÔNG TY TNHH CHUYỂN ĐỔI SỐ VÀ ĐỔI MỚI SÁNG TẠO VIỆT NAM,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-chuyen-doi-so-va-doi-moi-sang-tao-viet-nam/159218.html,25/05/2025,https://www.topcv.vn/viec-lam/lap-trinh-vien-java-senior/1704777.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:41:16,Backend Developer
Data Engineer (Cloud),"['DATA WAREHOUSE', 'DATA LAKEHOUSE', 'GCP', 'APPSFLYER', 'ADJUST', 'GOOGLE ADS', 'FACEBOOK ADS', 'APP STORE CONNECT', 'GOOGLE PLAY CONSOLE', 'FIREBASE', 'BIGQUERY', 'AWS', 'AZURE', 'ETL/ELT', 'MIXPANEL', 'FLURRY', 'DATA MODELING & DATABASE DESIGN', 'DATA WAREHOUSE']","['PYTHON', 'JAVA', 'SCALA', 'SQL']",2,6,True,False,48.5,['Hà Nội'],15000000.0,25000000.0,2,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,1 năm,Nhân viên,Công ty TNHH Horus Productions,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-horus-productions/181741.html,22/05/2025,https://www.topcv.vn/viec-lam/data-engineer-cloud/1704986.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:41:37,Data Engineer
React Native Developer,"['REACT NAVIGATION', 'GIT', 'XCODE', 'ANDROID STUDIO', 'REDUX', 'CONTEXT API']","['JAVASCRIPT', 'TYPESCRIPT', 'SQL']",2,6,False,False,45.0,['Hà Nội'],15000000.0,20000000.0,2,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,1 năm,Nhân viên,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-adamo-software/103774.html,22/05/2025,https://www.topcv.vn/viec-lam/react-native-developer/1705206.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:41:58,Mobile Developer
Vuejs Developer,"['VUE ROUTER', 'VUEX', 'PINIA', 'RESTFUL API', 'GIT', 'GITHUB', 'BITBUCKET', 'JIRA', 'SONAR GATE', 'SENTRY', 'AXIOS', 'JEST', 'VUE TEST UTILS', 'ATOMIC DESIGN', 'SCSS']","['JAVASCRIPT', 'TYPESCRIPT', 'SQL']",2,6,False,False,45.0,['Hà Nội'],12000000.0,16000000.0,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,Dưới 1 năm,Nhân viên,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-adamo-software/103774.html,22/05/2025,https://www.topcv.vn/viec-lam/vuejs-developer/1705200.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:42:18,Frontend Developer
Solution Engineer,"['CYBER SECURITY', 'OS', 'DATA PROCESSING', 'TELECOMMUNICATION']",,2,6,False,False,42.5,['Hà Nội'],18000000.0,25000000.0,1,"['tiếng Anh', 'tiếng Việt']",Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,CÔNG TY CỔ PHẦN THIẾT BỊ VÀ TRUYỀN THÔNG NGS,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-thiet-bi-va-truyen-thong-ngs/79699.html,22/05/2025,https://www.topcv.vn/viec-lam/solution-engineer/1705215.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:42:42,IT Consultant
Fullstack Developer,"['GIT', 'BOOTSTRAP', 'TAILWIND', 'DEVOPS', 'AI', 'WINDOWS SERVER', 'SQL SERVER', '.NET FRAMEWORK', '.NET CORE']","['C#', 'VB.NET', 'JAVASCRIPT', 'SQL']",2,6,True,False,44.0,['Hồ Chí Minh'],,,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,CÔNG TY CỔ PHẦN VIETOURIST HOLDINGS,Du lịch,https://www.topcv.vn/cong-ty/cong-ty-co-phan-vietourist-holdings/133802.html,22/05/2025,https://www.topcv.vn/viec-lam/fullstack-developer/1705214.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:42:58,Fullstack Developer
Frontend Developer (Mobile App),"['WEBPACK', 'GIT']","['JAVASCRIPT', 'TYPESCRIPT']",2,6,False,False,47.5,['Hà Nội'],,24000000.0,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,CÔNG TY CỔ PHẦN IKAME GLOBAL,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-ikame-global/191624.html,05/06/2025,https://www.topcv.vn/viec-lam/frontend-developer-mobile-app/1705226.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:43:22,Frontend Developer
It Support (Junior Level),"['SERVER', 'NETWORKING']",,2,6,True,False,54.0,['Hồ Chí Minh'],8000000.0,11000000.0,1,['Tiếng Việt'],Toàn thời gian,Cao Đẳng trở lên,Dưới 1 năm,Nhân viên,Công ty Cổ Phần Hóa Dầu Mekong,Sản xuất,https://www.topcv.vn/cong-ty/cong-ty-co-phan-hoa-dau-mekong/169313.html,22/05/2025,https://www.topcv.vn/viec-lam/it-support-junior-level/1705227.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:43:45,IT Helpdesk/IT support
"Product Specialis, Mini-Apps",,,2,6,False,False,45.0,['Hồ Chí Minh'],,,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,5 năm,Nhân viên,ZALO,IT - Phần mềm,https://www.topcv.vn/cong-ty/zalo/4110.html,22/05/2025,https://www.topcv.vn/viec-lam/product-specialis-mini-apps/1703061.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:44:10,Product Owner/Product Manager
Fresher Tester,['TEST APP MOBILE'],,2,6,False,False,45.0,['Hà Nội'],6000000.0,8000000.0,2,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,Dưới 1 năm,Nhân viên,CÔNG TY CỔ PHẦN BKPLUS SOFTWARE,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-bkplus-software/213408.html,01/06/2025,https://www.topcv.vn/viec-lam/fresher-tester/1705254.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:44:26,Manual Tester
Devops Engineer,"['LINUX', 'VMWARE', 'DOCKER', 'KUBERNETES', 'API GATEWAY', 'MICROSERVICES', 'AWS', 'GCP', 'ANSIBLE', 'TERRAFORM', 'GITLAB CI', 'JENKINS', 'NETWORKING', 'SERVER', 'SYSTEM ADMINISTRATION', 'CLOUD COMPUTING', 'CI CD PIPELINES', 'CONTAINERIZATION', 'VSPHERE']","['BASH', 'PYTHON']",2,6,,False,45.0,['Hà Nội'],,,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,Công ty Cổ phần 9Pay,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-9pay/39596.html,22/05/2025,https://www.topcv.vn/viec-lam/devops-engineer/1705248.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:44:43,DevOps Engineer
Nhân Viên Kỹ Thuật Điện,"['UPS', 'MCB', 'RCCB']",,,,,,,['Hồ Chí Minh'],9000000.0,15000000.0,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Cao Đẳng trở lên,3 năm,Nhân viên,Công ty Cổ phần Tin học - Viễn thông Hàng không,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-tin-hoc-vien-thong-hang-khong/28312.html,22/05/2025,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-dien/1607057.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:45:06,IT Helpdesk/IT support
Artist 2D Game Junior,"['UI/UX', '2D ART']",,2,6,True,False,47.5,['Hà Nội'],9000000.0,40000000.0,2,['tiếng Việt'],Toàn thời gian,Cao Đẳng trở lên,1 năm,Nhân viên,XGame,IT - Phần mềm,https://www.topcv.vn/cong-ty/xgame/26084.html,30/06/2025,https://www.topcv.vn/viec-lam/artist-2d-game-junior/1049053.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:45:31,Concept Artist
Trưởng Nhóm Network And System Administration,"['FIREWALL', 'SWITCH', 'VMWARE', 'HYPER-V', 'SAN', 'NAS', 'GCP', 'ARUZE', 'AWS']","['POWERSHELL', 'BASH', 'PYTHON', 'SQL']",,,,,,['Hà Nội'],,,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,3 năm,Trưởng nhóm,Công ty CP Casper Việt Nam,Điện tử / Điện lạnh,https://www.topcv.vn/cong-ty/cong-ty-cp-casper-viet-nam/22131.html,31/05/2025,https://www.topcv.vn/viec-lam/truong-nhom-network-and-system-administration/1705304.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:45:52,Network Engineer
Process Quality Assurance (PQA),,,2,6,False,False,,['Hà Nội'],,,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,1 năm,Nhân viên,CÔNG TY CỔ PHẦN KAOPIZ HOLDINGS,Null,https://www.topcv.vn/cong-ty/cong-ty-co-phan-kaopiz-holdings/161426.html,30/05/2025,https://www.topcv.vn/viec-lam/process-quality-assurance-pqa/550898.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:46:12,Process Quality Assurance (PQA)
Phó Trưởng Phòng Sản Phẩm Dịch Vụ Phần Mềm,"['ORACLE', 'PL/SQL', 'ANGULAR', 'FLUTTER', 'REACT NATIVE']","['C#', '.NET', 'PYTHON', 'SQL']",2,6,False,False,45.0,['Hà Nội'],,,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,3 năm,Trưởng/Phó phòng,Công ty Cổ phần Tin học - Viễn thông Hàng không,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-tin-hoc-vien-thong-hang-khong/28312.html,22/05/2025,https://www.topcv.vn/viec-lam/pho-truong-phong-san-pham-dich-vu-phan-mem/1341637.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:46:34,Technical Leader
Aso (App Store Optimization),"['MOBILE APPS', 'NGHIÊN CỨU TỪ KHÓA (KEYWORD RESEARCH)', 'PHÂN TÍCH ASO (ASO ANALYSIS)', 'TỐI ƯU HÓA APP STORE LISTING', 'CÔNG CỤ HỖ TRỢ ASO', 'GOOGLE PLAY', 'APP STORE']",,2,6,True,False,,['Hà Nội'],10000000.0,15000000.0,2,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,1 năm,Nhân viên,CÔNG TY TNHH ĐẦU TƯ VÀ TƯ VẤN APEC THĂNG LONG,In ấn / Xuất bản,https://www.topcv.vn/cong-ty/cong-ty-tnhh-dau-tu-va-tu-van-apec-thang-long/171469.html,22/05/2025,https://www.topcv.vn/viec-lam/aso-app-store-optimization/1331814.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:46:59,Công nghệ thông tin khác
Nhân Viên Triển Khai Phần Mềm,,"['VB.NET', 'C#', 'SQL']",2,6,True,False,51.5,['Hà Nội'],,,3,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,1 năm,Nhân viên,CÔNG TY CỔ PHẦN BIZTECH,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-biztech/157004.html,22/05/2025,https://www.topcv.vn/viec-lam/nhan-vien-trien-khai-phan-mem/1705328.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:47:15,Software Engineer
NLP Engineer (AI Engineer),"['NLP', 'LARGE LANGUAGE MODELS (LLMS)', 'MODEL CONTEXT PROTOCOL (MCP)', 'GIT', 'DOCKER', 'RAYSERVE', 'TRITON', 'TORCHSERVE', 'LOW-RANK ADAPTATION (LORA, QLORA)', 'POSTGRES', 'MYSQL', 'REDIS', 'RABBITMQ', 'KAFKA']","['PYTHON', 'C++']",2,6,False,False,,['Đà Nẵng'],,50000000.0,1,"['tiếng Anh', 'tiếng Trung']",Toàn thời gian,Cao Đẳng trở lên,3 năm,Nhân viên,Công ty Cổ phần Công nghệ Prep,Giáo dục / Đào tạo,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-prep/96845.html,22/05/2025,https://www.topcv.vn/viec-lam/nlp-engineer-ai-engineer/1704420.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:47:31,AI Engineer
Senior AI Engineer (Nlp Engineer),"['TENSORFLOW', 'KERAS', 'PYTORCH', 'DOCKER', 'GIT', 'POSTGRESQL', 'MYSQL', 'REDIS', 'RABBITMQ', 'KAFKA']","['PYTHON', 'C++', 'SQL', 'NOSQL']",2,6,False,False,,['Đà Nẵng'],,50000000.0,1,"['tiếng Anh', 'tiếng Trung']",Toàn thời gian,Cao Đẳng trở lên,3 năm,Nhân viên,Công ty Cổ phần Công nghệ Prep,Giáo dục / Đào tạo,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-prep/96845.html,22/05/2025,https://www.topcv.vn/viec-lam/senior-ai-engineer-nlp-engineer/1704417.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:47:46,AI Engineer
Nhân Viên Triển Khai Phần Mềm Erp (Vững Nghiệp Vụ Kế Toán),['ERP'],['SQL'],2,6,True,False,48.0,['Hà Nội'],8000000.0,15000000.0,4,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,Không yêu cầu,Nhân viên,CÔNG TY CP PHẦN MỀM QUẢN LÝ DOANH NGHIỆP FAST,Null,https://www.topcv.vn/brand/fast?id=6457,Hết hạn nộp đơn,https://www.topcv.vn/brand/fast/tuyen-dung/nhan-vien-trien-khai-phan-mem-erp-vung-nghiep-vu-ke-toan-luong-khoi-diem-len-den-15-trieu-thuong-phu-cap-j1675266.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:48:05,Business Analyst (Phân tích nghiệp vụ)
Chuyên Viên Số Hóa Chai LPG,"['OCR', 'IOT']",,,,,,,['Hồ Chí Minh'],,,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,Công ty Cổ phần Kinh doanh Khí miền Nam,Năng lượng,https://www.topcv.vn/cong-ty/cong-ty-co-phan-kinh-doanh-khi-mien-nam/198903.html,Null,https://www.topcv.vn/viec-lam/chuyen-vien-so-hoa-chai-lpg/1674134.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:48:20,Business Analyst (Phân tích nghiệp vụ)
Nhân Viên Hỗ Trợ Kỹ Thuật (Customer Support),"['NETWORK', 'THIẾT BỊ MẠNG', 'HỆ ĐIỀU HÀNH']",,2,6,False,False,45.0,['Hà Nội'],10000000.0,20000000.0,3,"['Tiếng Việt', 'Tiếng Anh']",Toàn thời gian,Cao Đẳng trở lên,1 năm,Nhân viên,Công ty Cổ phần Chứng thực số Toàn Cầu Việt Nam,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-chung-thuc-so-toan-cau-viet-nam/34604.html,08/05/2025,https://www.topcv.vn/viec-lam/nhan-vien-ho-tro-ky-thuat-customer-support-muc-luong-10-20-trieu/1683893.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:48:42,IT Helpdesk/IT support
Chuyên Viên Phân Tích Nghiệp Vụ,"['ERP', 'HRM', 'FIGMA', 'AXURE RP', 'VISIO', 'BALSAMIQ', 'DRAW']",,2,6,False,False,,['Hà Nội'],,20000000.0,1,"['tiếng Việt', 'tiếng Anh']",Toàn thời gian,Đại Học trở lên,2 năm,Nhân viên,Công ty Cổ phần Tin học - Viễn thông Hàng không,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-co-phan-tin-hoc-vien-thong-hang-khong/28312.html,22/05/2025,https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu/901555.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:48:58,Business Analyst (Phân tích nghiệp vụ)
Odoo Developer,['ODOO'],['PYTHON'],2,6,True,False,51.5,['Hà Nội'],,30000000.0,2,"['tiếng Anh', 'tiếng Việt']",Toàn thời gian,Cao Đẳng trở lên,2 năm,Nhân viên,Công Ty Truyền Thông Và Công Nghệ ICOMM Việt Nam,Marketing / Truyền thông / Quảng cáo,https://www.topcv.vn/cong-ty/cong-ty-truyen-thong-va-cong-nghe-icomm-viet-nam/35616.html,22/05/2025,https://www.topcv.vn/viec-lam/odoo-developer/1209642.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:49:24,Fullstack Developer
Front-End Developer (React),"['REACT', 'HTML', 'CSS', 'JAVASCRIPT', 'UI/UX', 'BOOTSTRAP', 'ZURB FOUNDATION', 'RESTFUL API']",['SQL'],2,6,False,False,47.5,['Hà Nội'],,,1,['tiếng Việt'],Toàn thời gian,Cao Đẳng trở lên,5 năm,Nhân viên,CÔNG TY TNHH CHARTERTECH GLOBAL,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-chartertech-global/208366.html,22/05/2025,https://www.topcv.vn/viec-lam/front-end-developer-react/1699879.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:49:48,Frontend Developer
Middle Dotnet/ C# Developer,"['GIT', '.NET FRAMEWORK', '.NET CORE', '.NET', 'ASP.NET MVC', 'WEB API', 'SQL SERVER', 'NOSQL', 'WINFORM', 'ERP']","['C#', 'SQL', 'NOSQL']",2,6,False,False,45.0,['Hà Nội'],,32000000.0,1,['tiếng Việt'],Toàn thời gian,Cao Đẳng trở lên,3 năm,Nhân viên,Công ty TNHH Infoplus,IT - Phần mềm,https://www.topcv.vn/cong-ty/cong-ty-tnhh-infoplus/61107.html,22/05/2025,https://www.topcv.vn/viec-lam/middle-dotnet-c-developer/1599958.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:50:13,Backend Developer
Chuyên Viên Kiểm Thử Phần Mềm (Tester),"['JIRA', 'TRELLO', 'TESTRAIL', 'SELENIUM', 'POSTMAN', 'JMETER', 'API']",['SQL'],,,,,,['Hà Nội'],12000000.0,25000000.0,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,3 năm,Nhân viên,CÔNG TY CỔ PHẦN SCOTS ENGLISH AUSTRALIA,Giáo dục / Đào tạo,https://www.topcv.vn/cong-ty/cong-ty-co-phan-scots-english-australia/76129.html,22/05/2025,https://www.topcv.vn/viec-lam/chuyen-vien-kiem-thu-phan-mem-tester/1614538.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:50:38,Software Tester (Automation & Manual)
Network Engineer,"['LAN', 'WAN', 'DATA CENTER', 'ROUTERS', 'SWITCHES', 'FIREWALL', 'LOAD BALANCERS', 'VPN', 'CISCO', 'FORTINET', 'CHECKPOINT', 'TCP/IP', 'OSI MODEL']",,,,,,,['Hà Nội'],,,1,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,1 năm,Nhân viên,Công ty TNHH Hạ tầng Viễn thông Miền Bắc,Viễn thông,https://www.topcv.vn/cong-ty/cong-ty-tnhh-ha-tang-vien-thong-mien-bac/7247.html,31/05/2025,https://www.topcv.vn/viec-lam/network-engineer/1655725.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:51:03,Network Engineer
Lập Trình Mobile,['REACT NATIVE'],['SWIFT'],,,False,False,,['Hà Nội'],15000000.0,20000000.0,3,['tiếng Việt'],Toàn thời gian,Đại Học trở lên,Dưới 1 năm,Nhân viên,TRUNG TÂM TÍNH CƯỚC VÀ THANH KHOẢN MOBIFONE - CHI NHÁNH TỔNG CÔNG TY VIỄN THÔNG MOBIFONE,IT - Phần mềm,https://www.topcv.vn/cong-ty/trung-tam-tinh-cuoc-va-thanh-khoan-mobifone-chi-nhanh-tong-cong-ty-vien-thong-mobifone/200933.html,31/05/2025,https://www.topcv.vn/viec-lam/lap-trinh-mobile/1572855.html?ta_source=ITJobs_LinkDetail,02/05/2025 12:51:18,Mobile Developer
